,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 JPN kāte āwi χaln tuu̯ ta tak təste,519,1,AP,APxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,w_brdg
 MN āni ta wiste,520,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 āwi sunt pɔχan ı̯ol ta untəpaste,521,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 matɒrəl lap ta pantapaste,522,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 takwite χotɒl' tēɣ!,523,X,A,AxV,NoPtcl,fut,ind,quest,npfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 JPN ı̯uu̯ ta minas,524,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 esaɣen nupəl lawi,525,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 - tesɒn?,526,0,A,V,NoPtcl,pst,ind,quest,pfv,2,du,zero,act,sp,uniq,sap,,,,,,,
 at'i at tēsmen,527,0,A,V,NoPtcl,pst,ind,neg,pfv,1,du,zero,act,sp,uniq,sap,,,,,,,
 naŋən urimèn,528,1,A,PV,NoPtcl,npst,ind,none,npfv,1,du,zero,top,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
" tèŋkwe untəlmatsət,",529,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 akw torı̮ɣ ta tēɣt,530,X,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" ńɔwəl'e pusən taı̯apasət,",531,1,A,PxV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
" ismite pusən aı̯alasanəl,",532,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,possnp,ref,sp,uniq,w_brdg
 tup tātal pūte arı̮ɣtɒs,533,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,ref,sp,nuniq,nfam,,,,,,,
 tuwl witəl rau̯tasaste,534,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" tuwl pūte lou̯təs,",535,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,top,sp,uniq,strg
 āniı̯ane low̯təs,536,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
 wite pusən konn ta rau̯tasaste,537,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,ref,sp,nuniq,w_brdg
" āniı̯ane mulɣa ūnttı̮ɣpaste,",538,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" ūte ɔ̄s tuu̯ ūnttı̮ɣpaste, akw ta ɔ̄lum matèn",539,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
" tuwəl MPN witn ı̯als,",540,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" ı̯oχtəs, ",541,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
ań pūt ı̯il'pi witəl ta rau tasaste,542,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" ań χumit ı̯oχteɣt,",543,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,fam,sp,uniq,strg,,,,,,,
 pūt warne pora ı̯ēmti,544,0,A,AV,NoPtcl,npst,ind,none,pfv,I,abst,barenp,ref,sp,nuniq,nfam,,,,,,,
 ı̯il'pi wit ta āstəs,545,0,A,AV,ta,pst,ind,none,pfv,I,mass,barenp,ref,sp,nuniq,nfam,,,,,,,
" ań ėtimɒs,",546,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 ań χumit ta ı̯ɔ̄χtəsət,547,0,A,AV,ta,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
 ı̯uu̯ ꞩaltsət,548,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" pı̮ɣriꞩiɣ kitı̮ɣ χaı̯tı̮ɣteı̮ɣ, ",549,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,fam,sp,uniq,strg,,,,,,,
akwa āt'im,550,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 ań JPN mastum ı̯iw supe naluw wiste,551,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" - ań mūnt, ālpəl, aɣməl ı̯ēmtəs",552,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" ań wos χaı̯tı̮ɣti, ı̯urtaɣe ı̯ot",553,0,A,V,NoPtcl,fut,opt,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuwl naluu̯ kol kann tustite,554,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" kataɣe χot tarmatsaɣe,",555,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,possnp,ref,sp,uniq,w_brdg
 an pı̮ɣriꞩe ı̯ol raɣɣatɒs,556,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,act,sp,uniq,strg,,,,,,,
 ı̯ol patmèt nas χoplatalɒs,557,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
" ta porat nɔŋχ amaı̯aste,",558,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 lāwi,559,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 - saı̯te ta χolas!,560,0,A,AV,ta,pst,ind,none,pfv,I,abst,possnp,act,sp,uniq,strg,,,,,,,
 ań munt saka āɣməŋ ɔ̄ls,561,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ań taɣatɒs,",562,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ta sorum ta pats,563,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ta ūl maχmane nas rētataliı̯ane,564,1,AP,PxV,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,H,pl,dpossnp,act,sp,uniq,strg
" tuu̯l ta almaı̯aste,",565,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 lāwi:,566,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - sorum pats,",567,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 wası̮ɣ χumle wārilum,568,1,AP,V,NoPtcl,fut,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" kon ta totəste,",569,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 sɔ̄χripn χottal' ta liste,570,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" - χolit worn uꞩ totilum,",571,1,AP,V,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 ań turman,572,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 sɔ̄χripn pinɒslum,573,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" ań maχmane ńɔ̄χs ńɔ̄wəl'ane pētsanəl,",574,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,pl,dpossnp,act,sp,uniq,strg,I,pl,dpossnp,ref,sp,nuniq,nfam
 taı̯anəl pūt ta wārsət,575,1,A,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" āstəs,",576,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 kot'l'e PN pūte paɣ ta wiste,577,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,dpossnp,top,sp,uniq,strg
 χūrŭm āni mus ńɔ̄wəl'ane ta χunsane,578,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" tuul χūrŭm āni χūrŭm man ta ūnttəsane,",579,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 ta tēp=ı̯aleɣt,580,X,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" mań PN pı̮ɣriꞩe, KPN pı̮ɣriꞩe ꞩańanen=āꞩanen ı̯ot ta tēɣı̮ɣ",581,X,A,AxV,ta,npst,ind,none,npfv,H,du,possnp,act,sp,uniq,strg,,,,,,,
 apatèn āt'im!,582,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
" tēmanəl āstəsət,",583,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ta χuı̯asət,584,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 χolitan nɔ̄nχ kwalsət,585,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" sɔ̄ur Ɔ sȯmı̯aχən ı̯als,",586,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ńɔ̄wəl' ta totəs,587,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
" NPN ul'ate nɔ̄ŋχ tuꞩtlatas,",588,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,If,sg,dpossnp,fam,sp,uniq,strg
" tuu̯l, ul'ate ı̯ola pats",589,0,A,AV,NoPtcl,pst,ind,none,pfv,If,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" pūte ta taɣataste,",590,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 ńɔ̄wəl' ta pētite,591,1,AP,PV,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" pūte āstəs,",592,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 kon iŋ ėti,593,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ta tēsət,594,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" tēmanəl astəsət,",595,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" χumit wɔ̄rn minŭŋkwe ta masχatsət,",596,0,INF-A,APV,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 pusən aku̯ ı̯ot kon ta kwalsət,597,0,A,AxV,ta,pst,ind,none,pfv,H,pl,univp,top,sp,uniq,strg,,,,,,,
" ı̯osanəl pinumtasət,",598,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
" wotaı̯aχtasət,",599,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 χūrŭm mān tȯı̯uu̯lasət,600,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" tan minasət,",601,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,top,sp,uniq,strg,,,,,,,
 JPN kot'l' ēse nupəl lāwi,602,0,A,AxV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - pı̮ɣrisen χotum ti warapeln,603,1,AP,PV,ti,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,U,abst,indefp,act,sp,uniq,strg
" - aꞩe ı̯oχti,",604,0,A,AV,NoPtcl,fut,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 taχ kismaı̯awe,605,X,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg
 - man taχ lāwew̯:,606,0,A,AxV,NoPtcl,fut,ind,none,pfv,1,pl,pron,act,sp,uniq,sap,,,,,,,
 aɣməŋ ɔ̄ls,607,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" mol χotal, tanaı̯, am pı̮ɣriꞩum alasŭm",608,1,A,APV,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 āꞩe nēm χotŭm at lāws,609,0,A,APV,NoPtcl,pst,ind,neg,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 ań KPN pı̮ɣriꞩe ta alapaste,610,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 poli ı̯aktlapaste,611,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
 pūte naluu̯ ta pētlı̮ɣ taste,612,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 ta paı̯tite,613,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" pūte paı̯taχti,",614,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
" takwi kon kwalɒs,",615,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
" ta sāɣri,",616,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ta sāɣri,617,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" sāɣramatenəl āstəs,",618,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ı̯uu̯ ti ꞩaltəs,619,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 pı̮ɣriꞩe masnutət ı̯uu̯ supen mastəsane,620,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
" tuwl kȯt'il' pālèn, pı̮ɣriꞩe χuı̯am mātèn tuu̯ ta ꞩeltumtaste",621,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" tuu̯l pūte paɣ ālməste,",622,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 paɣ ūnttəste,623,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 ńila āni sup ālmaı̯ɒs,624,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 tuu̯ ta χūni,625,X,A,V,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - ı̯a ta, lāwi,",626,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 am akw āni sup MN palt totilum,627,1,AP,APxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 JPN lāwi,628,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - naŋ l'apan tuu̯ ul minen,629,0,A,AxV,NoPtcl,fut,imp,neg,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 taχ kon wek neı̮ɣli,630,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 neı̮ɣli=ke,631,0,A,V,NoPtcl,fut,irr,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 takɔs puweln,632,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
" am ı̯oχtı̮ɣpeɣŭm,",633,0,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 alapilmèn,634,1,AP,V,NoPtcl,fut,ind,none,pfv,1,du,zero,top,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 ań KPN MN palt ta minas,635,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 tuu̯ minas,636,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 MN nupəl lāwi,637,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - MN, ɔ̄leɣən?",638,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - ɔ̄leɣŭm,639,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 - kon kwallen!,640,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - manrı̮ɣ?,641,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
 - am pı̮ɣriꞩum alapaslŭm,642,1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" paı̯təslŭm,",643,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 an ńɔ̄wəl' āni sup wȯı̯eln!,644,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 naŋ pı̮ɣriꞩən aleɣən,645,1,A,APV,NoPtcl,fut,ind,none,pfv,2,sg,pron,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 taχ anum ɔ̄s ńɔwəl' āni sup χuneɣen,646,1,A,PV,NoPtcl,fut,ind,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
 ań tii wȯı̯eln,647,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,demp,act,sp,uniq,strg
" 'MN awi man χall wārəs,",648,1,A,APxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 lāwi,649,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 -tı̮ɣ maı̯eln,650,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" - tı̮ɣ ı̯aı̯en,",651,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 wȯı̯eln,652,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" -āt'i, am kon at kwaleɣŭm",653,0,A,AV,NoPtcl,fut,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" naŋ tiɣ ke totilən,",654,1,AP,AV,NoPtcl,fut,irr,none,pfv,2,sg,pron,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 wı̮ɣlŭm,655,1,AP,V,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
" ań āni minēte mus, ań PN MN kātèn kos lakwəs,",656,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" MN āniŋ taɣəl kātè χot urmı̮ɣtaste,",657,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,w_brdg
 āwi lap pantapaste,658,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" tuwəl āni, mol χotal ānite pɔ̄χən akwan tuu̯ ta ūnttı̮ɣ paste",659,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" tuw̯əl KPN ı̯uw minas,",660,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" kȯlèn ı̯uu̯ ꞩaltəs,",661,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 kitı̮ɣlawe,662,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg
 - manurəl kātn pats,663,0,A,V,NoPtcl,pst,ind,quest,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" -āt'i, kon at kwali",664,0,A,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" kȯs puwəsluŭ,",665,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 at maı̯χati,666,0,A,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 saka urχati,667,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" -ı̯a, touli, JPN, tēɣuwɔ",668,X,A,V,NoPtcl,fut,hort,none,npfv,1,pl,zero,act,sp,uniq,sap,,,,,,,
 tı̮ɣəl ti ı̯oχtawew χumitn,669,0,P,VA,ti,fut,ind,none,pfv,H,pl,barenp,,,,,1,pl,zero,top,sp,uniq,sap
 ta taı̯apasanəl,670,1,AP,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,sg,zero,fam,sp,uniq,strg
 tuu̯l tātɒl pūte armı̮ɣtɒs,671,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" ı̯il'pi witəl rau̯tasaste,",672,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" tuul pūte ı̯omɒꞩakwe ta lȯu̯təs,",673,1,A,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 āniı̯ane lȯu̯tsane,674,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
 taı̯e χot lȯu̯təs,675,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,ref,sp,nuniq,w_brdg
 aniı̯ane mulɣa unttı̯ɣpasane,676,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" wetra almaı̯as,",677,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 kitwētral witn ı̯als,678,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 pūtè witəl tāɣle ta sɔ̄sı̮ɣpaste,679,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 ta ɔ̄leɣt,680,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ėtimɒs,681,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
" χūntleɣt,",682,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 χumit ı̯oχtmanəl suiti,683,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,nfam,,,,,,,
" ı̯osanəl χot ꞩɔ̄pitasanəl,",684,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
" noŋχ tāɣmatsanəl,",685,1,AP,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 pusən aku̯ ı̯ot ı̯uu̯ ta ꞩaltsət,686,0,A,AxV,ta,pst,ind,none,pfv,H,pl,univp,top,sp,uniq,strg,,,,,,,
 pı̮ɣriꞩ akwa tup χaı̯tı̮ɣti,687,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 akwate āt'im,688,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
" χat āŋχwsalaχtasət,",689,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 paı̮ɣ ūntsət,690,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 ūnleɣt,691,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 KPN lawi,692,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 -pı̮ɣriꞩum āɣməl ı̯ēmtəs,693,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 pālèt χui,694,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
