,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 sat lomtup kasar vos vovi,477,1,A,PV,NoPtcl,fut,opt,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,nfam
 Semьl luvьŋ humna taltuves,478,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 Ta mineɧt,479,0,A,AV,ta,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" Hosa minasьt, ",480,0,A,V,NoPtcl,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 vati minasьt ,481,0,A,V,NoPtcl,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 akv mat ert akv kolna ti johtasьt,482,0,A,V,ti,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 Luv neɧne aŋkvalna luvanel neɧsьt,483,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,A,pl,possnp,act,sp,uniq,strg
 juv ta ꞩaltsьt,484,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" Teŋkve ajuŋkve untsьt, ",485,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 tenenьl ajnenel halt laveɧt:,486,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 akiten tan johtume at ta vave,487,1,P,APV,ta,npst,ind,neg,npfv,H,sg,dpossnp,ref,sp,uniq,nfam,I,abst,possnp,ref,sp,uniq,w_prcp
 Jaŋkluvьŋ hum noŋh l̩ulis ,488,0,A,AV,NoPtcl,pfv,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 an̩ ojka hujimete jaŋ luvьŋ humna sorniŋ oln muvьr supьl vilt jāt ta junьɧtave,489,1,P,AxPV,ta,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,barenp,ref,sp,uniq,nd
" ojka noŋh sajkalas a, ",490,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" lavi,",491,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 takem ta ȯjsavesum,492,0,P,V,ta,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,strg,,,,,,,
 Muj mahum johtьnenьl am vanem atim,493,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
" Ta māt ta ma torum samta telum sāmta ekvaьɧ ojkaьɧ man̩ pьɧ apьɧkwem man kat jarum patsьn, ",494,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" man laɧьl jarum patsьn, ",495,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 - am-a? - ,496,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
 aɧa,497,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" am naŋ paltьn jisum sat lomtup kasar vovuŋkve, akv laɧьlup sat pasan vovuŋkve, ",498,0,INF-A,AxVP,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" aman mьɧlьn, aman ati? ",499,1,AP,V,NoPtcl,fut,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" naŋьn at mьɧlum, ",500,1,AP,V,NoPtcl,fut,ind,neg,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 hoŋhan mьɧlum? ,501,1,AP,V,NoPtcl,fut,ind,quest,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 eri ke,502,0,A,V,NoPtcl,npst,irr,none,npfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
 vujēn,503,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 akite ꞩoprite joŋhtas ,504,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,nfam
 ja vujēn apьɧkve,505,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 akite ꞩoprit ta janit as kapaj tā,506,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Luvьŋ hum tьh jali ,507,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 saliŋ hum toh jali,508,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
" akite ꞩoprinьl juv ꞩaltsas, ",509,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" akv laɧьlup sat pasane vis, ",510,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
 sat lomtup kasar vis,511,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" Kona kvalapas, ",512,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 akite lavi:,513,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 apьɧkve os jomas ulum varimen,514,1,A,PV,NoPtcl,fut,hort,none,pfv,1,du,zero,act,sp,uniq,sap,I,abst,barenp,typid,nonsp,nuniq,nfam
" ati aki, am jujil jim hosaьɧ jemtьs",515,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,abst,barenp,ref,sp,nuniq,nfam,,,,,,,
 mol̩amleɧum,516,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 Kona ta kvalas,517,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Tan juji palēt mahmane as kon ta kvalsьt,518,0,A,AxV,ta,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 Jaŋk luvьŋ hum lavi: ,519,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 nān an̩ minēn,520,0,A,AxV,NoPtcl,fut,imp,none,pfv,2,pl,pron,act,sp,uniq,sap,,,,,,,
 am hul̩teɧum,521,0,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 Kotil̩ akite palt johtijin ,522,0,A,V,NoPtcl,fut,ind,none,pfv,2,pl,zero,act,sp,uniq,sap,,,,,,,
" os akv tȯh kona vos mini, ",523,0,A,V,NoPtcl,fut,opt,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 os jomas ulum ul mos vari,524,1,A,PV,NoPtcl,fut,opt,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,typid,nonsp,nuniq,nfam
 Kotil̩ akitenьl manьr vovuŋkve eri? ,525,0,INF-A,AV,NoPtcl,npst,ind,quest,npfv,,,,,,,,,,,,,,
 Sotьr loptap sorniŋ hal̩ taji vos vovi,526,1,A,PV,NoPtcl,fut,opt,none,pfv,H,sg,demnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,nfam
 man̩ akitenьl os manьr vovuŋkve eri? ,527,0,INF-A,AV,NoPtcl,npst,ind,quest,npfv,,,,,,,,,,,,,,
 Man̩ akitenьl mā holtne jor vas vovi,528,1,A,PV,NoPtcl,fut,opt,none,pfv,H,sg,zero,act,sp,uniq,strg,I,mass,barenp,ref,sp,uniq,nfam
" Jaŋk luvьŋ humjanьl jot os jomas ulum varsьt, ",529,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam
 jaŋk luvьŋ hum ta hul̩tьs,530,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 Kotil̩ akite palt johtesьt,531,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" Luv neɧne aŋkvalna luvьɧ neɧvesьɧ, ",532,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,barenp,act,sp,uniq,strg
 juv ꞩaltsьt,533,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" Sorniŋ tep maɧьŋ tep, pasanna untsьt",534,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 Tenenel ajnenel halt laveɧt: ,535,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 kotil̩ akitēn at ta vave johtume,536,1,P,AVP,ta,npst,ind,neg,npfv,H,sg,dpossnp,act,sp,uniq,strg,I,abst,possnp,ref,sp,uniq,nfam
" Semьl luvьŋ hum noŋh l̩ulmьtsa, ",537,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 vilt jot ꞩalьɧ oln muvьr supьl ta junьɧtaves,538,X,P,PxV,ta,pst,ind,none,pfv,,,,,,,,I,sg,barenp,act,sp,uniq,strg
 ojka noŋh sajkalas,539,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
" muj mām (mahum) johtьnenьl am vanem ātim, ",540,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 takem ta ojsavesum,541,0,P,V,ta,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,strg,,,,,,,
 ekvaьɧ ojkaьɧ man̩ pьɧ apьɧkwem man kat jarum patsьn,542,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 am-a? ,543,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" a'a, naŋ",544,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 am patsum,545,0,A,AV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 Kat jarumna laɧьl jarumna at ke patsum ,546,0,A,V,NoPtcl,pst,irr,neg,pfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 manarum(um)[ьl] tit kisnuvum,547,1,A,PxV,NoPtcl,npst,irr,quest,npfv,1,sg,zero,act,sp,uniq,sap,U,abst,indefp,undef,nonsp,nuniq,nfam
 manьr eri? ,548,0,A,AV,NoPtcl,npst,ind,quest,npfv,U,abst,indefp,undef,nonsp,nuniq,nfam,,,,,,,
" anum eri sotьr loptap sorniŋ hāl,",549,0,A,VA,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,uniq,nfam,,,,,,,
 taji eri,550,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,demp,act,sp,uniq,strg,,,,,,,
" akite ꞩoprite tьɧle joŋhtas,",551,1,A,APxV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,I,sg,possnp,ref,sp,nuniq,nfam
 ta janit as,552,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" akite puki kiverna ꞩaltsas, ",553,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 sotьr loptap sorniŋ hale viste,554,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
" konal̩ jomāntas, ",555,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 akite lavi - ,556,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" os jomas ulum varimen, ",557,1,A,PV,NoPtcl,fut,hort,none,pfv,1,du,zero,act,sp,uniq,strg,I,abst,barenp,typid,sp,nuniq,nfam
 am jujil jiwum hosaьɧ jemtьs,558,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,ref,sp,nuniq,nfam,,,,,,,
 Konal̩ ta jomantas,559,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Tan juji palēt mot humjaɧe kon-ta kvalsьɧ,560,0,A,AV,ta,pst,ind,none,pfv,H,du,dpossnp,act,sp,uniq,strg,,,,,,,
 Semьl luvьɧ hum lavi: ,561,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" nen ta minijen, ",562,0,A,AV,ta,fut,ind,none,pfv,2,du,pron,act,sp,uniq,sap,,,,,,,
 am taj hul̩teɧum,563,0,A,AxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 aniɧlahtasьt ,564,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" sipьɧlahtasьt,",565,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" os jomas ulum varsьt, ",566,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam
 vьɧer luvьŋ humil ta mineьɧ,567,0,A,V,ta,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 minimeten vьɧьr luvьn hum lavi ,568,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" man̩ akin palt johteɧьn, ",569,0,A,V,NoPtcl,fut,ind,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" mā holtne jor vovuŋkve pateɧьn, ",570,0,INF-A,PV,NoPtcl,fut,ind,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
" naŋьn sorati tulьŋ luv,",571,1,A,VP,NoPtcl,fut,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,barenp,ref,sp,nuniq,nfam
 naŋ ul vujeln,572,1,AP,AV,NoPtcl,fut,imp,neg,pfv,2,sg,pron,act,sp,uniq,sap,A,sg,zero,act,sp,uniq,strg
" naŋ voven kate laɧьle n̩arьt, lul̩ mat luvriꞩ,",573,1,A,AVP,NoPtcl,fut,imp,none,pfv,2,sg,pron,top,sp,uniq,sap,A,sg,barenp,typid,nonsp,nuniq,nfam
 taji voven,574,1,A,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,A,sg,demp,act,sp,uniq,strg
 akin akvti lavi: ,575,0,A,AxV,ti,fut,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" ti kem luvьl hotal̩, johteɧьn, ",576,0,A,V,NoPtcl,fut,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" naŋ tah laven,",577,0,A,AxV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 tan kase laꞩal,578,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 am jomatahtьɧleɧum,579,0,A,AV,NoPtcl,fut,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 saka laꞩal luv nos jomi,580,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
" naŋ tah saka vovuŋkve patilьn,",581,1,INF-AP,AxPV,NoPtcl,fut,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
" tan tah lavi,",582,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 naŋьn mat jomas ke,583,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 vajen,584,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 Luve mьŋkve patite,585,1,INF-AP,PV,NoPtcl,fut,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,dpossnp,act,sp,uniq,strg
 tan tah lavi: ,586,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
" luve kepьl l̩ul̩,",587,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ꞩermate jomas vos,588,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 naŋ tah laven,589,0,A,AxV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" luve l̩ul̩,",590,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ꞩermate l̩ul̩ vos,591,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ꞩermatet jol jovьlt hani, pum ꞩermat",592,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,possnp,ref,sp,nuniq,nfam,,,,,,,
 Tajil ꞩermatteln,593,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,zero,act,sp,uniq,strg
 Ta mineьɧ,594,0,A,V,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" Hosa man vati minasьɧ, ",595,0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 akite palt johtesьɧ,596,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
" Luv neɧne aŋkvalna luve neɧsьɧ, ",597,1,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 juv ꞩaltsьɧ,598,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 sorniŋ tep maɧьn tep pasanen untsьɧ,599,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 Teŋkve patsьɧ,600,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 Teneten ojneten halt akv humite lavi: ,601,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 naŋ johtumьn akin an̩ at vaɧte,602,1,AP,PAxV,NoPtcl,npst,ind,neg,npfv,H,sg,dpossnp,act,sp,uniq,strg,I,abst,possnp,ref,sp,nuniq,w_prcp
" akv humite noŋh l̩ulis, ",603,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 an ojka hujimete vilt jat arɧen oln muvьr supьl ta janьɧtaves,604,X,P,PxV,ta,pst,ind,none,pfv,,,,,,,,I,sg,barenp,act,sp,uniq,strg
 ojka noŋh sajkalas,605,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 muj humьɧ johtumьɧ,606,0,A,AV,NoPtcl,pst,evid,none,pfv,H,du,barenp,act,sp,uniq,strg,,,,,,,
 ekvaьɧ ojkaьɧ man̩ pьɧ  apьɧkve manьr jarumna patsьn? ,607,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 am-a?,608,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" a'ā, naŋ",609,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Patsum, ",610,0,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 ma holtne jor anumna eri,611,0,A,AxV,NoPtcl,npst,ind,none,npfv,I,mass,barenp,act,sp,uniq,strg,,,,,,,
 ꞩoprite tьɧle joŋhtas,612,1,A,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,ref,sp,nuniq,nfam
" man toulьŋ luv eri, ",613,0,A,AV,NoPtcl,npst,ind,quest,npfv,A,sg,barenp,ref,sp,uniq,nfam,,,,,,,
 vůjen̩,614,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" akite ꞩoprin juv ꞩaltas, ",615,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" toulьŋ luv oli,",616,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,nfam,,,,,,,
" laɧьlьŋ luv oli, ",617,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,nfam,,,,,,,
"sunsьɧlas, ",618,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
sunsьɧlas ,619,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 an̩ lavim luve ti kasalaste,620,1,A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
" n̩ar katlaɧьlup luv, kakьŋ kat laɧьlup luv",621,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Jola luv puvьste,",622,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,barenp,act,sp,uniq,strg
 akite lavi ,623,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 Ta luvьntьl hotal̩ johteɧьn? ,624,0,A,V,NoPtcl,fut,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" tot ta sat toulup luv,",625,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 taji vůjen,626,1,A,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,demp,act,sp,uniq,strg
" ati, anumna tiji eri",627,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,demp,act,sp,uniq,strg,,,,,,,
" ja, naŋьn eri ke",628,0,A,V,NoPtcl,npst,irr,none,npfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
 vůjeln,629,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,zero,top,sp,uniq,strg
" Pium ꞩermatьl ꞩermattaŋkve pataste, ",630,1,INF-AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,zero,top,sp,uniq,strg
 akite lavi,631,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" Luvьn kepьl lul̩,",632,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ꞩorniŋ ꞩermatьl ꞩermatteln, ",633,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,zero,act,sp,uniq,strg
 ꞩermate jomas vos sakāti,634,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ati, luve l̩ul̩,",635,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ꞩermate l̩ul̩ vos,636,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ꞩermattaste, ",637,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,zero,act,sp,uniq,strg
 konal̩ vantamtaste,638,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,top,act,sp,uniq,strg
 akite lavi: ,639,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 apьɧkve os jomas ulum varimen ,640,1,A,PV,NoPtcl,fut,hort,none,pfv,1,du,zero,act,sp,uniq,sap,I,abst,barenp,typud,nonsp,nuniq,nfam
" ati, am jujil jimim hosaьɧ jemtьs, ",641,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,ref,sp,nuniq,nfam,,,,,,,
 kon-ta-kvalas,642,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 tan juji palt akv humite os kon-ta-kvalas,643,0,A,AxV,ta,pst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" os jomas ulum varsьɧ,",644,1,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam
" luve sisna tuls, ",645,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 ta minas,646,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Hosa minas, ",647,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" vati minas,",648,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" elal̩ sunsi,",649,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 torumna telum mān telum janьɧ ker aŋkval naŋki,650,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 Tuv ta minas,651,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 ker aŋkval kotle pasьl elmholas luv,652,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 akval palitetьl luv ꞩertmatьl taɧle,653,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" namьn, aŋkval tol̩ah l̩apat ꞩermattal akv ꞩorhil",654,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ꞩorhilna luve tuv ta neɧьste,655,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 elmholas luv kivьrna jola ta tujtahtas,656,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Ta huji,657,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 akv mat ert avi punsime sujti,658,0,A,AV,NoPtcl,npst,ind,none,pfv,I,abst,possnp,ref,sp,nuniq,w_prcp,,,,,,,
 noŋhal aŋkvatas,659,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 nas ati torum aɧiɧ-pьɧьɧ,660,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Jun hotpa sujti,661,0,A,AV,NoPtcl,npst,ind,none,pfv,U,abst,indefp,ref,sp,nuniq,w_prcp,,,,,,,
 oli? ,662,0,A,V,NoPtcl,npst,ind,quest,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" oli,",663,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 akvaьɧ jola tujthāti,664,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 akv matert avi punsime suitas,665,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,ref,sp,nuniq,w_prcp,,,,,,,
" noŋhal̩ aŋkvatas, ",666,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
