,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
" Nal larmatane mus, elmholas kvalapi",407,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,zero,ref,sp,nuniq,nfam,,,,,,,
" Kválāpi,",408,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 juji kol nupьl ta hajti,409,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Jun suiti,410,0,A,V,NoPtcl,npst,ind,none,pfv,,,,,,,,,,,,,,
" - máshatēn, máshatēn!",411,0,A,V,NoPtcl,fut,imp,none,pfv,2,pl,zero,act,sp,uniq,sap,,,,,,,
 Mutraŋ ekva koꞩaj nev ti johtavev,412,X,P,AV,ti,fut,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,1,pl,zero,act,sp,uniq,sap
" Tau juji kol nupьl ꞩaltьs,",413,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,sap,,,,,,,
 Ta kem sav mir ti,414,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Akvaьɧ johteɧt,415,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,sap,,,,,,,
" Tot mana kem larmapti,",416,X,A,V,NoPtcl,npst,ind,none,npfv,U,abst,indefp,undef,nonsp,nuniq,nfam,,,,,,,
 akvaьɧ elmholas ta johti,417,0,A,AV,ta,npst,ind,none,npfv,H,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
" Hun̩t varim kent hun̩t varim sup, hun̩t varum pal̩ta, hun̩t varim passa pusьn tās",418,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Mana kem elmholas johti,",419,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,barenp,undef,nonsp,nuniq,nfam,,,,,,,
 masnut pusьn tās,420,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Ekvaьɧ ojkaьɧ man̩ pьɧriꞩ, koni kol nakna kvals,",421,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ekva nupьl lavi:,422,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 - Nalьn tьɧ maj- leln,423,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,possnp,act,sp,nuniq,strg
" Am larmapteɧum,",424,X,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" akv torьɧ hurmьl, kvalapi",425,0,A,V,NoPtcl,fut,ind,none,npfv,H,pl,zero,ref,sp,nuniq,nfam,,,,,,,
 Akve lavi:,426,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" - Am man̩ porat katum mol̩ah ols,",427,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,du,possnp,uniq,sp,uniq,w_brdg,,,,,,,
 larmapteɧum,428,X,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 sav kvalapi;,429,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,univp,ref,sp,nuniq,nfam,,,,,,,
" an̩ katum luvtaŋkve patves,",430,X,INF-P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,du,possnp,act,sp,uniq,strg
 an̩ katum laꞩalьɧ jemtьs,431,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,top,sp,uniq,strg,,,,,,,
 Akve nupьl lavi,432,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" - Nalьn hata, tьɧ majeln",433,1,AP,PxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,possnp,act,sp,uniq,strg
" Nalьl majves,",434,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg
" Nale almajaste,",435,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,top,sp,uniq,strg
 akve vil̩t jatet apɧen ta puvtmaves,436,1,P,PxAV,ta,pst,ind,none,pfv,H,sg,dpossnp,top,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 Ta raɧatas,437,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Ta ūsas,438,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Kona kvalas,439,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 ta jomantas,440,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Akv mat os kol,441,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Kolna tuv juv ꞩaltьs,",442,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" akv ojkariꞩ ker jūnьɧti,",443,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,I,mass,barenp,typid,nonsp,nuniq,nfam
 ul̩a sultmil ta neɧlapi,444,0,A,AxV,ta,npst,ind,none,npfv,If,mass,barenp,act,sp,uniq,strg,,,,,,,
 Elmholas tuv kvalapi,445,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 Ꞩisɧim; roŋhim mot kol nakna ta hajti,446,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Ojka nupьl lavi:,447,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" - Voŋhpan tьɧ majleln,",448,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,possnp,ref,sp,nuniq,w_brdg
 am akv ꞩos jūniteɧum,449,X,A,AxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 (jūnitaleɧum),450,X,A,V,NoPtcl,fut,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 sāv kvalapi,451,0,A,AV,NoPtcl,fut,ind,none,npfv,H,pl,univp,ref,nonsp,nuniq,nfam,,,,,,,
 Ojka lavi,452,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - Am katrisum vaɧtal pats,",453,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,du,possnp,uniq,sp,uniq,w_brdg,,,,,,,
" an̩, lavi, matsum",454,0,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 Maniɧ olmum porat juvniteɧum,455,X,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 sāv kválāpi,456,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,univp,ref,nonsp,nuniq,nfam,,,,,,,
" - Hota, lavi, akim ojka, tьɧ majleln",457,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 Aphen voŋhpe miste,458,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,top,sp,uniq,strg
" Aphen almajaves,",459,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,dpossnp,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" vil̩t jat juvnitaves,",460,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,top,sp,uniq,strg
" An̩ ojka ta raɧatas,",461,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ta usas,462,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" An̩ pьɧriꞩ kona kvalas,",463,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 os ta jómānti,464,0,A,V,ta+,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Akv kolna os johtьs,465,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Ta hurip jomas kolkve,466,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" - Akv sornite noŋh haŋhi,",467,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,ref,sp,nuniq,nfam,,,,,,,
 akv sornite jola-vaɧli,468,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,ref,sp,nuniq,nfam,,,,,,,
 Tuv juv ꞩaltьs,469,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Mutraŋ ekva huji,470,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,
 Mutraŋ ekva aɧite lavi:,471,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" - Ekvaьɧ ojkaьɧ man̩ pьɧriꞩ, man totne ujn totvesьn?",472,1,P,AV,NoPtcl,pst,ind,quest,pfv,A,sg,barenp,typid,nonsp,nuniq,nfam,2,sg,zero,act,sp,uniq,sap
" Ꞩanum noŋ sajkali,",473,0,A,AV,NoPtcl,fut,ind,none,pfv,H,sg,possnp,uniq,sp,uniq,w_brdg,,,,,,,
 ti alaven,474,X,P,V,ti,fut,ind,none,pfv,,,,,,,,2,sg,zero,act,sp,uniq,sap
