,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
    pȯχten,254,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,,,,,,,
    matər ꞩaŋkwən piꞩtuwes ke,255,1,P,AV,NoPtcl,pst,irr,none,pfv,I,sg,barenp,typid,sp,nuniq,nfam,H,sg,zero,top,sp,uniq,strg
    ul pȯχten,256,0,A,V,NoPtcl,fut,imp,neg,pfv,2,sg,zero,top,sp,uniq,strg,,,,,,,
 tau pȱχtəs,257,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
" pȱχtəs,",258,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 kȯn=χārtwes,259,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg
" kātaɣe, pȯ̭ŋkaɣe kȯnn nēı̮ɣla sı̮ɣ",260,0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,uniq,sp,uniq,w_brdg,,,,,,,
 tɔ̄re tau̯ pȯ̭ŋken lēpwes,261,X,P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,possnp,act,sp,uniq,strg
 janitētəl kȯnn ti pati,262,0,A,V,ti,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 UƆƆ lāwi: ,263,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
"arı̮ɣ wāja ārı̮ɣ ȯ̭lan χɔt aŋχwen, ",264,1,A,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
"aŋχwsalaχtsəɣ,",265,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 nēte mastəste,266,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 Ēlanuw minas,267,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Āŋkwe nujsalawes,268,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,sg,possnp,act,sp,uniq,strg
 āpꞩite nujsalawes,269,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,sg,possnp,act,sp,uniq,strg
 tau sisi ūntɒs,270,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
" āŋkwe, āpꞩite āpan χuju̮pta wesı̮ɣ, ",271,X,P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,possnp,act,sp,uniq,strg
āstesət,272,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 sunn̥ tāltuwesət,273,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,pl,zero,act,sp,uniq,strg
" Ēlmχolas āɣi lāwi, ",274,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
am āŋkwum t ꞩānen at tāleɣu̮w,275,0,A,AxV,NoPtcl,fut,ind,neg,pfv,1,sg,pron,act,sp,uniq,strg,,,,,,,
 uss pı̮ɣe nupəl lāwi,276,0,A,AxV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
    man χūru̮m χum,277,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" sun χarten, ",278,1,A,PV,NoPtcl,fut,imp,none,pfv,2,pl,zero,act,sp,uniq,strg,,,,,,,
naŋ nēn nɔŋχ ālmeln,279,1,AP,APV,NoPtcl,fut,imp,none,pfv,2,sg,pron,top,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 juu min mı̮ɣtasət,280,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 Juw jȯχtəsət,281,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 Juw tɔ̭̇̄lwesət,282,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,pl,zero,top,sp,uniq,strg
 Wȯrt ɔlnut ńawramentəl pāsanəl ūnttu̮wesı̮ɣ,283,X,P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,H,du,barenp,act,sp,uniq,strg
" EA χāsap sāin pall wārwes, ",284,X,P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,barenp,ref,sp,nuniq,nfam
paıɣ ūntəs,285,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 WƆƆ ań jȯnɣeɣt,286,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
" tau̮ EA ꞩańe pȱt wārwəs, ",287,X,A,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,ref,sp,uniq,strg
"māχu̮m tēɣt, ",288,X,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,ref,sp,nuniq,nfam,,,,,,,
tau ɔs majwes,289,X,P,PxV,NoPtcl,pst,ind,none,npfv,,,,,,,,H,sg,pron,act,sp,uniq,strg
" kȯlɒl ꞩāńe lāwi: - aɣikwe, lāwi, - ",290,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,fam,sp,uniq,strg,,,,,,,
"jȯla χujeɣən, ",291,0,A,V,NoPtcl,fut,ind,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
ulmən at juwe,292,X,A,AV,NoPtcl,fut,ind,neg,pfv,I,sg,possnp,ref,sp,nuniq,w_brdg,,,,,,,
" talkwa ȱsma pineɣən, ",293,1,A,PV,NoPtcl,fut,ind,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
"χūru̮m nɔr l'ul'it nɔŋχal' lāpi, ",294,0,A,AV,NoPtcl,fut,ind,none,pfv,I,abst,zero,typid,nonsp,nuniq,nfam,,,,,,,
"kars ȯsma pineɣən,",295,1,A,PV,NoPtcl,fut,ind,none,pfv,2,sg,zero,act,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
  akw nɔr l'ul'itn jola ꞩalti ,296,0,A,V,NoPtcl,fut,ind,none,pfv,I,sg,zero,ref,sp,nuniq,nfam,,,,,,,
 ēt kȯtlijiɣ jēmtəs - ,297,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
"mēn mēn ul nȯu̯χaten,",298,1,A,PV,NoPtcl,fut,imp,neg,pfv,2,sg,zero,act,sp,uniq,strg,1,du,pron,,,,
" manarəl miwen, ",299,X,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,2,sg,zero,act,sp,uniq,strg
akw mān pinen,300,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
 pinsane,301,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,zero,ref,sp,uniq,nfam
 kitet ēt jȯnɣawe,302,X,P,V,NoPtcl,npst,ind,none,npfv,,,,,,,,A,sg,zero,act,sp,uniq,strg
" ɔ̄s pȱt wārı̮ɣlawe, ",303,X,P,PV,NoPtcl,npst,ind,none,npfv,,,,,,,,I,sg,barenp,ref,sp,nuniq,strg
taw̯ miwe,304,X,P,PV,NoPtcl,npst,ind,none,npfv,,,,,,,,H,sg,pron,act,sp,uniq,strg
 tuu ɔs akw mān pinijane,305,1,AP,AV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,ref,sp,nuniq,w_brdg
 χurmit et jȯnɣawe p …,306,X,P,V,NoPtcl,npst,ind,none,npfv,,,,,,,,A,sg,zero,act,sp,uniq,strg
 miwe …,307,X,P,V,NoPtcl,npst,ind,none,npfv,,,,,,,,H,sg,zero,act,sp,uniq,strg
 pinijane,308,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,ref,sp,nuniq,w_brdg
 ńilit et … pinijane,309,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,ref,sp,nuniq,w_brdg
"V WƆƆ ēkwate, mańe nupəl lāwi: -",310,0,A,AxV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,uniq,sp,uniq,w_brdg,,,,,,,
" Ē āɣikwe, manrı̮ɣ at jȯnɣeɣən",311,0,A,V,NoPtcl,npst,ind,quest/neg,npfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
" - am χumus jȯnɣeɣu̮m, ",312,0,A,AxV,NoPtcl,npst,ind,quest,npfv,1,sg,pron,act,sp,uniq,strg,,,,,,,
 amki ꞩańum,313,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 simm̥ ꞩārɣi,314,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,uniq,sp,uniq,w_brdg,,,,,,,
 ńilit ēt jȯnɣawe,315,X,P,V,NoPtcl,npst,ind,none,npfv,,,,,,,,A,sg,zero,act,sp,uniq,strg
 pinijane,316,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,I,pl,zero,ref,sp,nuniq,w_brdg
 Uj ńila ēt tȯu̯lɒs,317,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,strg,,,,,,,
 ań mȯlal WƆ ꞩańe laws: V - ,318,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
"aɣ e, lawi, ",319,0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg,,,,,,,
"am ńila ētum tȯu̯li, ",320,0,A,AV,NoPtcl,fut,ind,none,pfv,I,sg,possnp,ref,sp,uniq,strg,,,,,,,
ēt kot'l'= pɔrat kȯn-kwalen,321,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
 Jan ēt kot'l'n pɔrat kȯna kwals,322,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 Nȯmsi-,323,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
wası̮ɣ am ꞩańum χɔt wāɣlum,324,1,AP,AV,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 kȯl alàt suiteı̮ɣ: ,325,0,A,V,NoPtcl,npst,ind,none,npfv,A,du,zero,act,sp,uniq,strg,,,,,,,
ńawrame ꞩuiti,326,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 - am tiı̯um āɣməŋ,327,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ꞩańe ꞩuiti,",328,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 am ti mām aɣməŋ,329,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ēlmχolas āɣimēn matarən nȯu̯χatās,330,0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 tau saltəs juw,331,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 Mȯl χɔ̄təl ɔ̄ul ēt majim utane pȱtin wisane,332,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
" kȯn kwals, ",333,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
kȯl alan ꞩēltumtasane,334,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 ꞩane lawi,335,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 - EA at nȱu̯χatas,336,X,A,AV,NoPtcl,pst,ind,neg,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" juw … juw ꞩaltəs, ",337,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
jȯla χujɒs,338,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" χɔ̄tɒl ɔ̄ls, ",339,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,ref,sp,uniq,w_glob,,,,,,,
ė̄t'ijiɣ jēmtəs,340,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 χujne pɔra jȯχtəs,341,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,barenp,ref,sp,uniq,w_glob,,,,,,,
 Kars ȱsma pini,342,1,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,strg
" talkwaı̮ɣ jēmti,",343,0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 takwa ȱsma ꞩɔ̄piti,344,1,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,,,,,I,sg,barenp,typid,sp,nuniq,strg
    χūru̮ (lapi) nɔr lulitn nɔŋχal' lapi,345,0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,,,,,,,,,,,
" Ēt kȯt'l'iɣ jēmtəs, ",346,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
kȯna kwals,347,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 kȯl pɔχat tujt pɔꞩɣəne lɔ̄ŋχ patta,348,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 tuw  jȯmantɒs ,349,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
ꞩāne ńawramēntəl suiti,350,0,A,AxV,NoPtcl,npst,ind,none,npfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 - ńawrame lawi:,351,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 - tiim āɣməŋ,352,,,,,,,,,,,,,,,,,,,,,,
" ꞩańe lāwi,",353,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 - am ɔs tiim āɣməŋ,354,,,,,,,,,,,,,,,,,,,,,,
 ꞩańe l'aɣas – E,355,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" āɣimēn, matɒs ul nɔ̄u̯χàtas, mēn pȯrmasanmēn",356,1,A,AxVP,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 tau̯ juw=ꞩāltəs,357,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 kitit ēt majlı̆mutane wisane ,358,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
kȯna = kwals,359,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ꞩańe lāwi: - ,360,0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
lajen,361,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
" man āmpən tēwet, ",362,1,P,AV,NoPtcl,npst,ind,none,pfv,A,sg,barenp,typid,nonsp,nuniq,nfam,I,pl,zero,act,sp,uniq,strg
man matarən tēwet,363,1,P,AV,NoPtcl,npst,ind,none,pfv,A,sg,barenp,typid,nonsp,nuniq,nfam,I,pl,zero,act,sp,uniq,strg
" warmal' at'im,",364,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 lajim,365,X,A,V,NoPtcl,pst,mir,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
  lisane,366,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" Ja ti, aɣikwe, χȯlit ēt ul'jiw tȯtne l'ɔ̄ŋχ pattan minen",367,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
" ul'jiw tȯtne l  pattam mineɣən, ",368,0,A,V,NoPtcl,fut,ind,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
ɔnipən jȯt wowen,369,1,A,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
" Minas, ",370,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
juw ꞩāltɒs,371,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" jol χujas, ",372,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
ań ȱ̭lme juwe,373,0,A,AV,NoPtcl,npst,ind,none,pfv,I,abst,possnp,ref,sp,nuniq,w_brdg,,,,,,,
" Ēte χȱ̭jɒs, ",374,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,ref,sp,uniq,w_glob,,,,,,,
χɔ̄tale ɔ̄ls,375,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,ref,sp,uniq,w_glob,,,,,,,
" tɔ̄ru̮w ė̄t'imɒs, ",376,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,w_glob,,,,,,,
χujne pɔra jȯχtəs,377,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,barenp,ref,sp,uniq,w_glob,,,,,,,
 ɔnipe nupəl lāws: = ,378,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
"ɔnipēkwe, ti ēt minimen, ul'jiu tȯtne l'ɔ̄ŋχ pattan",379,0,A,V,NoPtcl,fut,hort,none,pfv,1,du,zero,act,sp,uniq,strg,,,,,,,
 naŋ taχ sunseɣən ,380,X,A,AxV,NoPtcl,fut,ind,none,pfv,2,sg,pron,act,sp,uniq,strg,,,,,,,
matər tɔt tarapati ,381,0,A,AxV,NoPtcl,fut,ind,none,pfv,U,abst,indefp,undef,nonsp,nuniq,nfam,,,,,,,
"lāwəs, ",382,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
χujas,383,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" karꞩ ȱsma pini, ",384,1,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,strg
"jȯla ȱ̭ji,",385,0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 talkwa ȯsma ꞩɔ̄piti ,386,1,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,strg
"nɔŋχa lapi, χūru̮m nɔr l'ul'itn",387,0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 ɔnipe jol'= ȯjilmatime,388,0,P,PV,NoPtcl,pst,evid,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 ēt kot'l'iɣ jēmtəs,389,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 laws: ,390,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
ɔnip kwalen,391,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
 minne pɔra jȯχ təs,392,0,A,V,NoPtcl,pst,ind,none,pfv,I,abst,barenp,ref,sp,uniq,strg,,,,,,,
 χūru̮m pēramań majimutane wisane ,393,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
"masχatsı̮ɣ, ",394,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 kȯna kwalsı̮ɣ V Ul,395,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 jiw tȯtne lɔ̄nχ χȯsit jɔmantası̮ɣ,396,0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 jɔχtəsı̮ɣ,397,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 l'ul'eı̮ɣ,398,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" akw matert suiteı̮ɣ, ꞩāńntəl",399,0,A,V,NoPtcl,npst,ind,none,pfv,A,du,zero,fam,sp,uniq,strg,,,,,,,
 ńawrame lāwi:,400,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,fam,sp,uniq,strg,,,,,,,
" - am tiim āɣməŋ, ",401,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ꞩańe lawi,",402,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,fam,sp,uniq,strg,,,,,,,
 am ɔs tiim āɣməŋ E,403,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
